date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:49:38	36365/36365	---M--	200	added ('OK')	image/jpeg	date:Fri,%2030%20Apr%202021%2022:01:03%20GMT	https://www.avodaq.com/assets/images/b/IMG_0698klein-f496800b.jpg	/Users/skrug/websites/avodaq/www.avodaq.com/assets/images/b/IMG_0698klein-f496800b.jpg	(from https://www.avodaq.com/en/)
15:49:39	33994/33994	---M--	200	added ('OK')	image/jpeg	date:Fri,%2030%20Apr%202021%2022:01:03%20GMT	https://www.avodaq.com/assets/images/a/IMG_0672klein-bb9714ea.jpg	/Users/skrug/websites/avodaq/www.avodaq.com/assets/images/a/IMG_0672klein-bb9714ea.jpg	(from https://www.avodaq.com/en/)
15:49:40	23168/23168	---M--	200	added ('OK')	image/jpeg	date:Fri,%2030%20Apr%202021%2022:01:03%20GMT	https://www.avodaq.com/assets/images/5/IMG_0620klein-fded1435.jpg	/Users/skrug/websites/avodaq/www.avodaq.com/assets/images/5/IMG_0620klein-fded1435.jpg	(from https://www.avodaq.com/en/)
15:49:41	26494/26494	---M--	200	added ('OK')	image/jpeg	date:Fri,%2030%20Apr%202021%2022:01:03%20GMT	https://www.avodaq.com/assets/images/c/IMG_0586-c0a55e1c.jpg	/Users/skrug/websites/avodaq/www.avodaq.com/assets/images/c/IMG_0586-c0a55e1c.jpg	(from https://www.avodaq.com/en/)
15:49:42	32721/32721	---M--	200	added ('OK')	image/jpeg	date:Fri,%2030%20Apr%202021%2022:01:03%20GMT	https://www.avodaq.com/assets/images/e/2-36f7b94e.jpg	/Users/skrug/websites/avodaq/www.avodaq.com/assets/images/e/2-36f7b94e.jpg	(from https://www.avodaq.com/en/)
15:49:43	34901/34901	---M--	200	added ('OK')	image/jpeg	date:Fri,%2030%20Apr%202021%2022:01:04%20GMT	https://www.avodaq.com/assets/images/b/IMG_3815_zuschnitt-a174fc4b.jpg	/Users/skrug/websites/avodaq/www.avodaq.com/assets/images/b/IMG_3815_zuschnitt-a174fc4b.jpg	(from https://www.avodaq.com/en/)
15:49:44	34830/34830	---M--	200	added ('OK')	image/jpeg	date:Fri,%2030%20Apr%202021%2022:01:04%20GMT	https://www.avodaq.com/assets/images/c/IMG_3816_komp-b8e2194c.jpg	/Users/skrug/websites/avodaq/www.avodaq.com/assets/images/c/IMG_3816_komp-b8e2194c.jpg	(from https://www.avodaq.com/en/)
15:49:45	47675/47675	---M--	200	added ('OK')	image/jpeg	date:Fri,%2030%20Apr%202021%2022:01:04%20GMT	https://www.avodaq.com/assets/images/0/IMG_8643_komp-c8f1c0c0.jpg	/Users/skrug/websites/avodaq/www.avodaq.com/assets/images/0/IMG_8643_komp-c8f1c0c0.jpg	(from https://www.avodaq.com/en/)
15:49:46	35918/35918	---M--	200	added ('OK')	image/jpeg	date:Fri,%2030%20Apr%202021%2022:01:04%20GMT	https://www.avodaq.com/assets/images/7/IMG_8655_komp-e622ba97.jpg	/Users/skrug/websites/avodaq/www.avodaq.com/assets/images/7/IMG_8655_komp-e622ba97.jpg	(from https://www.avodaq.com/en/)
15:49:47	30754/30754	---M--	200	added ('OK')	image/jpeg	date:Fri,%2030%20Apr%202021%2022:01:04%20GMT	https://www.avodaq.com/assets/images/c/IMG_3345_gedreht-c04622ec.jpg	/Users/skrug/websites/avodaq/www.avodaq.com/assets/images/c/IMG_3345_gedreht-c04622ec.jpg	(from https://www.avodaq.com/en/)
15:49:48	29322/29322	---M--	200	added ('OK')	image/jpeg	date:Fri,%2030%20Apr%202021%2022:01:04%20GMT	https://www.avodaq.com/assets/images/a/IMG_3348_gedreht-5d9b7ffa.jpg	/Users/skrug/websites/avodaq/www.avodaq.com/assets/images/a/IMG_3348_gedreht-5d9b7ffa.jpg	(from https://www.avodaq.com/en/)
15:49:49	28790/28790	---M--	200	added ('OK')	image/jpeg	date:Fri,%2030%20Apr%202021%2022:01:05%20GMT	https://www.avodaq.com/assets/images/1/IMG_0627-48f8d081.jpg	/Users/skrug/websites/avodaq/www.avodaq.com/assets/images/1/IMG_0627-48f8d081.jpg	(from https://www.avodaq.com/en/)
15:49:50	25588/25588	---M--	200	added ('OK')	image/jpeg	date:Fri,%2030%20Apr%202021%2022:01:05%20GMT	https://www.avodaq.com/assets/images/1/IMG_0631-8879a751.jpg	/Users/skrug/websites/avodaq/www.avodaq.com/assets/images/1/IMG_0631-8879a751.jpg	(from https://www.avodaq.com/en/)
15:49:51	32590/32590	---M--	200	added ('OK')	image/jpeg	date:Fri,%2030%20Apr%202021%2022:01:05%20GMT	https://www.avodaq.com/assets/images/b/62457503_10156643669437807_482354054593249280_o-a4c195bb.jpg	/Users/skrug/websites/avodaq/www.avodaq.com/assets/images/b/62457503_10156643669437807_482354054593249280_o-a4c195bb.jpg	(from https://www.avodaq.com/en/)
15:49:53	270599/270599	---M--	200	added ('OK')	image/png	date:Fri,%2030%20Apr%202021%2022:01:05%20GMT	https://www.avodaq.com/assets/images/4/2019-06-17_11h16_02-1bd2c514.png	/Users/skrug/websites/avodaq/www.avodaq.com/assets/images/4/2019-06-17_11h16_02-1bd2c514.png	(from https://www.avodaq.com/en/)
15:49:53	27500/27500	---M--	200	added ('OK')	image/jpeg	date:Fri,%2030%20Apr%202021%2022:01:05%20GMT	https://www.avodaq.com/assets/images/9/IMG_0499_bearbeitet-5927df69.jpg	/Users/skrug/websites/avodaq/www.avodaq.com/assets/images/9/IMG_0499_bearbeitet-5927df69.jpg	(from https://www.avodaq.com/en/)
15:49:54	21689/21689	---M--	200	added ('OK')	image/jpeg	date:Fri,%2030%20Apr%202021%2022:01:05%20GMT	https://www.avodaq.com/assets/images/6/IMG_0555_bearbeitet-d6d71ee6.jpg	/Users/skrug/websites/avodaq/www.avodaq.com/assets/images/6/IMG_0555_bearbeitet-d6d71ee6.jpg	(from https://www.avodaq.com/en/)
15:49:55	29019/29019	---M--	200	added ('OK')	image/jpeg	date:Fri,%2030%20Apr%202021%2022:01:06%20GMT	https://www.avodaq.com/assets/images/1/avodaqWarGames-9_bearbeitet-03bdeac1.jpg	/Users/skrug/websites/avodaq/www.avodaq.com/assets/images/1/avodaqWarGames-9_bearbeitet-03bdeac1.jpg	(from https://www.avodaq.com/en/)
15:49:56	47323/47323	---M--	200	added ('OK')	image/jpeg	date:Fri,%2030%20Apr%202021%2022:01:06%20GMT	https://www.avodaq.com/assets/images/c/IMG_7304_bearbeitet-5dafbd0c.jpg	/Users/skrug/websites/avodaq/www.avodaq.com/assets/images/c/IMG_7304_bearbeitet-5dafbd0c.jpg	(from https://www.avodaq.com/en/)
15:49:57	43872/43872	---M--	200	added ('OK')	image/jpeg	date:Fri,%2030%20Apr%202021%2022:01:06%20GMT	https://www.avodaq.com/assets/images/1/IMG_7317_bearbeitet-e70c3a71.jpg	/Users/skrug/websites/avodaq/www.avodaq.com/assets/images/1/IMG_7317_bearbeitet-e70c3a71.jpg	(from https://www.avodaq.com/en/)
15:49:58	42761/42761	---M--	200	added ('OK')	image/jpeg	date:Fri,%2030%20Apr%202021%2022:01:06%20GMT	https://www.avodaq.com/assets/images/f/IMG_2815_bearbeitet-3266e4af.jpg	/Users/skrug/websites/avodaq/www.avodaq.com/assets/images/f/IMG_2815_bearbeitet-3266e4af.jpg	(from https://www.avodaq.com/en/)
15:49:59	45672/45672	---M--	200	added ('OK')	image/jpeg	date:Fri,%2030%20Apr%202021%2022:01:06%20GMT	https://www.avodaq.com/assets/images/b/IMG_2822_bearbeitet-410536db.jpg	/Users/skrug/websites/avodaq/www.avodaq.com/assets/images/b/IMG_2822_bearbeitet-410536db.jpg	(from https://www.avodaq.com/en/)
15:50:00	44023/44023	---M--	200	added ('OK')	image/jpeg	date:Fri,%2030%20Apr%202021%2022:01:06%20GMT	https://www.avodaq.com/assets/images/6/IMG_6915-29d53ce6.jpg	/Users/skrug/websites/avodaq/www.avodaq.com/assets/images/6/IMG_6915-29d53ce6.jpg	(from https://www.avodaq.com/en/)
15:50:01	22836/22836	---M--	200	added ('OK')	image/jpeg	date:Fri,%2030%20Apr%202021%2022:01:06%20GMT	https://www.avodaq.com/assets/images/c/Trainee1-ccdd615c.jpg	/Users/skrug/websites/avodaq/www.avodaq.com/assets/images/c/Trainee1-ccdd615c.jpg	(from https://www.avodaq.com/en/)
15:50:02	26705/26705	---M--	200	added ('OK')	image/jpeg	date:Fri,%2030%20Apr%202021%2022:01:06%20GMT	https://www.avodaq.com/assets/images/c/59567569_2907402589271723_1192298237222977536_n-96790aec.jpg	/Users/skrug/websites/avodaq/www.avodaq.com/assets/images/c/59567569_2907402589271723_1192298237222977536_n-96790aec.jpg	(from https://www.avodaq.com/en/)
15:50:03	28478/28478	---M--	200	added ('OK')	image/jpeg	date:Fri,%2030%20Apr%202021%2022:01:06%20GMT	https://www.avodaq.com/assets/images/e/59829750_2907402472605068_3955298974172184576_n-f30b684e.jpg	/Users/skrug/websites/avodaq/www.avodaq.com/assets/images/e/59829750_2907402472605068_3955298974172184576_n-f30b684e.jpg	(from https://www.avodaq.com/en/)
15:50:04	33126/33126	---M--	200	added ('OK')	image/jpeg	date:Fri,%2030%20Apr%202021%2022:01:06%20GMT	https://www.avodaq.com/assets/images/3/IMG_0380_Zuschnitt-130f1853.jpg	/Users/skrug/websites/avodaq/www.avodaq.com/assets/images/3/IMG_0380_Zuschnitt-130f1853.jpg	(from https://www.avodaq.com/en/)
15:50:05	25127/25127	---M--	200	added ('OK')	image/jpeg	date:Fri,%2030%20Apr%202021%2022:01:07%20GMT	https://www.avodaq.com/assets/images/7/IMG_0461_Zuschnitt-ab4efc67.jpg	/Users/skrug/websites/avodaq/www.avodaq.com/assets/images/7/IMG_0461_Zuschnitt-ab4efc67.jpg	(from https://www.avodaq.com/en/)
15:50:06	29276/29276	---M--	200	added ('OK')	image/jpeg	date:Fri,%2030%20Apr%202021%2022:01:07%20GMT	https://www.avodaq.com/assets/images/1/IMG_2664_komp-d7d8a681.jpg	/Users/skrug/websites/avodaq/www.avodaq.com/assets/images/1/IMG_2664_komp-d7d8a681.jpg	(from https://www.avodaq.com/en/)
15:50:07	31263/31263	---M--	200	added ('OK')	image/jpeg	date:Fri,%2030%20Apr%202021%2022:01:07%20GMT	https://www.avodaq.com/assets/images/2/IMG_2665_komp-7a756d22.jpg	/Users/skrug/websites/avodaq/www.avodaq.com/assets/images/2/IMG_2665_komp-7a756d22.jpg	(from https://www.avodaq.com/en/)
15:50:08	28939/28939	---M--	200	added ('OK')	image/jpeg	date:Fri,%2030%20Apr%202021%2022:01:07%20GMT	https://www.avodaq.com/assets/images/8/IMG_3009_bearbeitet_komp-812d2388.jpg	/Users/skrug/websites/avodaq/www.avodaq.com/assets/images/8/IMG_3009_bearbeitet_komp-812d2388.jpg	(from https://www.avodaq.com/en/)
15:50:09	21685/21685	---M--	200	added ('OK')	image/jpeg	date:Fri,%2030%20Apr%202021%2022:01:07%20GMT	https://www.avodaq.com/assets/images/e/IMG_3048_komp-c215dd7e.jpg	/Users/skrug/websites/avodaq/www.avodaq.com/assets/images/e/IMG_3048_komp-c215dd7e.jpg	(from https://www.avodaq.com/en/)
15:50:10	27254/27254	---M--	200	added ('OK')	image/jpeg	date:Fri,%2030%20Apr%202021%2022:01:08%20GMT	https://www.avodaq.com/assets/images/e/Trainees_komprimiert-f34a844e.jpg	/Users/skrug/websites/avodaq/www.avodaq.com/assets/images/e/Trainees_komprimiert-f34a844e.jpg	(from https://www.avodaq.com/en/)
15:50:11	26907/26907	---M--	200	added ('OK')	image/jpeg	date:Fri,%2030%20Apr%202021%2022:01:08%20GMT	https://www.avodaq.com/assets/images/3/01_komprimiert-5c6d8503.jpg	/Users/skrug/websites/avodaq/www.avodaq.com/assets/images/3/01_komprimiert-5c6d8503.jpg	(from https://www.avodaq.com/en/)
15:50:12	20169/20169	---M--	200	added ('OK')	image/jpeg	date:Fri,%2030%20Apr%202021%2022:01:08%20GMT	https://www.avodaq.com/assets/images/f/IMG_2994_komprimiert-0b48321f.jpg	/Users/skrug/websites/avodaq/www.avodaq.com/assets/images/f/IMG_2994_komprimiert-0b48321f.jpg	(from https://www.avodaq.com/en/)
15:50:13	23196/23196	---M--	200	added ('OK')	image/jpeg	date:Fri,%2030%20Apr%202021%2022:01:08%20GMT	https://www.avodaq.com/assets/images/7/059_20190308_avodaq_Networkers_2019_komprimiert2-dbd11e07.jpg	/Users/skrug/websites/avodaq/www.avodaq.com/assets/images/7/059_20190308_avodaq_Networkers_2019_komprimiert2-dbd11e07.jpg	(from https://www.avodaq.com/en/)
15:50:14	21146/21146	---M--	200	added ('OK')	image/jpeg	date:Fri,%2030%20Apr%202021%2022:01:08%20GMT	https://www.avodaq.com/assets/images/9/029_20190308_avodaq_Networkers_2019_komprimiert2-335985c9.jpg	/Users/skrug/websites/avodaq/www.avodaq.com/assets/images/9/029_20190308_avodaq_Networkers_2019_komprimiert2-335985c9.jpg	(from https://www.avodaq.com/en/)
15:50:15	33787/33787	---M--	200	added ('OK')	image/jpeg	date:Fri,%2030%20Apr%202021%2022:01:08%20GMT	https://www.avodaq.com/assets/images/1/JugendForscht_Preis%c3%bcbergabe_20190227-61_komprimiert-dec07c51.jpg	/Users/skrug/websites/avodaq/www.avodaq.com/assets/images/1/JugendForscht_Preis%c3%bcbergabe_20190227-61_komprimiert-dec07c51.jpg	(from https://www.avodaq.com/en/)
15:50:16	39378/39378	---M--	200	added ('OK')	image/jpeg	date:Fri,%2030%20Apr%202021%2022:01:08%20GMT	https://www.avodaq.com/assets/images/b/JugendForscht_Riegel_20190226-1%20(003)-5025f70b.jpg	/Users/skrug/websites/avodaq/www.avodaq.com/assets/images/b/JugendForscht_Riegel_20190226-1%20(003)-5025f70b.jpg	(from https://www.avodaq.com/en/)
15:50:17	28501/28501	---M--	200	added ('OK')	image/jpeg	date:Fri,%2030%20Apr%202021%2022:01:09%20GMT	https://www.avodaq.com/assets/images/a/IMG_4996-687a165a.jpg	/Users/skrug/websites/avodaq/www.avodaq.com/assets/images/a/IMG_4996-687a165a.jpg	(from https://www.avodaq.com/en/)
15:50:18	23513/23513	---M--	200	added ('OK')	image/jpeg	date:Fri,%2030%20Apr%202021%2022:01:10%20GMT	https://www.avodaq.com/assets/images/6/IMG_2383-cb7c96f6.jpg	/Users/skrug/websites/avodaq/www.avodaq.com/assets/images/6/IMG_2383-cb7c96f6.jpg	(from https://www.avodaq.com/en/)
15:50:19	18405/18405	---M--	200	added ('OK')	image/jpeg	date:Fri,%2030%20Apr%202021%2022:01:10%20GMT	https://www.avodaq.com/assets/images/c/Dr9D_niX0AAceZH-03abf63c.jpg	/Users/skrug/websites/avodaq/www.avodaq.com/assets/images/c/Dr9D_niX0AAceZH-03abf63c.jpg	(from https://www.avodaq.com/en/)
15:50:20	32048/32048	---M--	200	added ('OK')	image/jpeg	date:Fri,%2030%20Apr%202021%2022:01:10%20GMT	https://www.avodaq.com/assets/images/4/IMG_1967-19a4c2f4.jpg	/Users/skrug/websites/avodaq/www.avodaq.com/assets/images/4/IMG_1967-19a4c2f4.jpg	(from https://www.avodaq.com/en/)
15:50:21	37854/37854	---M--	200	added ('OK')	image/jpeg	date:Fri,%2030%20Apr%202021%2022:01:10%20GMT	https://www.avodaq.com/assets/images/4/IT-SA_04-83d9f3d4.jpg	/Users/skrug/websites/avodaq/www.avodaq.com/assets/images/4/IT-SA_04-83d9f3d4.jpg	(from https://www.avodaq.com/en/)
15:50:22	33212/33212	---M--	200	added ('OK')	image/jpeg	date:Fri,%2030%20Apr%202021%2022:01:10%20GMT	https://www.avodaq.com/assets/images/2/IT-SA_03-8edf9aa2.jpg	/Users/skrug/websites/avodaq/www.avodaq.com/assets/images/2/IT-SA_03-8edf9aa2.jpg	(from https://www.avodaq.com/en/)
15:50:23	36263/36263	---M--	200	added ('OK')	image/jpeg	date:Fri,%2030%20Apr%202021%2022:01:11%20GMT	https://www.avodaq.com/assets/images/b/IMG_4011-ff24222b.jpg	/Users/skrug/websites/avodaq/www.avodaq.com/assets/images/b/IMG_4011-ff24222b.jpg	(from https://www.avodaq.com/en/)
15:50:25	23371/23371	---M--	200	added ('OK')	image/jpeg	date:Fri,%2030%20Apr%202021%2022:01:11%20GMT	https://www.avodaq.com/assets/images/0/OVLO1576-3178ed90.jpg	/Users/skrug/websites/avodaq/www.avodaq.com/assets/images/0/OVLO1576-3178ed90.jpg	(from https://www.avodaq.com/en/)
15:50:26	20187/20187	---M--	200	added ('OK')	image/jpeg	date:Fri,%2030%20Apr%202021%2022:01:11%20GMT	https://www.avodaq.com/assets/images/a/LLPC9304-00c291ba.jpg	/Users/skrug/websites/avodaq/www.avodaq.com/assets/images/a/LLPC9304-00c291ba.jpg	(from https://www.avodaq.com/en/)
15:50:27	29650/29650	---M--	200	added ('OK')	image/jpeg	date:Fri,%2030%20Apr%202021%2022:01:11%20GMT	https://www.avodaq.com/assets/images/d/IMG_1906-624cf78d.jpg	/Users/skrug/websites/avodaq/www.avodaq.com/assets/images/d/IMG_1906-624cf78d.jpg	(from https://www.avodaq.com/en/)
15:50:28	34119/34119	---M--	200	added ('OK')	image/jpeg	date:Fri,%2030%20Apr%202021%2022:01:11%20GMT	https://www.avodaq.com/assets/images/c/IMG_1908-983dc6dc.jpg	/Users/skrug/websites/avodaq/www.avodaq.com/assets/images/c/IMG_1908-983dc6dc.jpg	(from https://www.avodaq.com/en/)
15:50:29	39683/39683	---M--	200	added ('OK')	image/jpeg	date:Fri,%2030%20Apr%202021%2022:01:11%20GMT	https://www.avodaq.com/assets/images/4/IMG_0134-636541b4.jpg	/Users/skrug/websites/avodaq/www.avodaq.com/assets/images/4/IMG_0134-636541b4.jpg	(from https://www.avodaq.com/en/)
15:50:30	42562/42562	---M--	200	added ('OK')	image/jpeg	date:Fri,%2030%20Apr%202021%2022:01:11%20GMT	https://www.avodaq.com/assets/images/8/IMG_0124-914b4be8.jpg	/Users/skrug/websites/avodaq/www.avodaq.com/assets/images/8/IMG_0124-914b4be8.jpg	(from https://www.avodaq.com/en/)
15:50:31	43669/43669	---M--	200	added ('OK')	image/jpeg	date:Fri,%2030%20Apr%202021%2022:01:12%20GMT	https://www.avodaq.com/assets/images/d/B2RUN%20MUC-e7d9305d.jpg	/Users/skrug/websites/avodaq/www.avodaq.com/assets/images/d/B2RUN%20MUC-e7d9305d.jpg	(from https://www.avodaq.com/en/)
15:50:32	32916/32916	---M--	200	added ('OK')	image/jpeg	date:Fri,%2030%20Apr%202021%2022:01:12%20GMT	https://www.avodaq.com/assets/images/6/413_ji-9b2978b6.jpg	/Users/skrug/websites/avodaq/www.avodaq.com/assets/images/6/413_ji-9b2978b6.jpg	(from https://www.avodaq.com/en/)
15:50:33	44558/44558	---M--	200	added ('OK')	image/jpeg	date:Fri,%2030%20Apr%202021%2022:01:12%20GMT	https://www.avodaq.com/assets/images/e/725_ji-605d177e.jpg	/Users/skrug/websites/avodaq/www.avodaq.com/assets/images/e/725_ji-605d177e.jpg	(from https://www.avodaq.com/en/)
15:50:34	25147/25147	---M--	200	added ('OK')	image/jpeg	date:Fri,%2030%20Apr%202021%2022:01:12%20GMT	https://www.avodaq.com/assets/images/7/IMG_0563_KOPIE-78a24387.jpg	/Users/skrug/websites/avodaq/www.avodaq.com/assets/images/7/IMG_0563_KOPIE-78a24387.jpg	(from https://www.avodaq.com/en/)
15:50:35	33928/33928	---M--	200	added ('OK')	image/jpeg	date:Fri,%2030%20Apr%202021%2022:57:24%20GMT	https://www.avodaq.com/assets/images/e/IMG_0612_KOPIE-dbf6ec0e.jpg	/Users/skrug/websites/avodaq/www.avodaq.com/assets/images/e/IMG_0612_KOPIE-dbf6ec0e.jpg	(from https://www.avodaq.com/en/)
15:50:36	28724/28724	---M--	200	added ('OK')	image/jpeg	date:Fri,%2030%20Apr%202021%2022:01:13%20GMT	https://www.avodaq.com/assets/images/6/Lifecycle%20Practice%20Award-7a79eb06.jpg	/Users/skrug/websites/avodaq/www.avodaq.com/assets/images/6/Lifecycle%20Practice%20Award-7a79eb06.jpg	(from https://www.avodaq.com/en/)
15:50:37	23236/23236	---M--	200	added ('OK')	image/jpeg	date:Fri,%2030%20Apr%202021%2022:57:24%20GMT	https://www.avodaq.com/assets/images/c/IMG_1319-be21bdac.jpg	/Users/skrug/websites/avodaq/www.avodaq.com/assets/images/c/IMG_1319-be21bdac.jpg	(from https://www.avodaq.com/en/)
15:50:38	32284/32284	---M--	200	added ('OK')	image/jpeg	date:Fri,%2030%20Apr%202021%2022:57:24%20GMT	https://www.avodaq.com/assets/images/e/IMG_1318-7800270e.jpg	/Users/skrug/websites/avodaq/www.avodaq.com/assets/images/e/IMG_1318-7800270e.jpg	(from https://www.avodaq.com/en/)
15:50:39	27294/27294	---M--	200	added ('OK')	image/jpeg	date:Fri,%2030%20Apr%202021%2022:01:14%20GMT	https://www.avodaq.com/assets/images/2/IMG_0111-d52a6e52.jpg	/Users/skrug/websites/avodaq/www.avodaq.com/assets/images/2/IMG_0111-d52a6e52.jpg	(from https://www.avodaq.com/en/)
15:50:41	31006/31006	---M--	200	added ('OK')	image/jpeg	date:Fri,%2030%20Apr%202021%2022:01:14%20GMT	https://www.avodaq.com/assets/images/4/IMG_0058-4c6c6f84.jpg	/Users/skrug/websites/avodaq/www.avodaq.com/assets/images/4/IMG_0058-4c6c6f84.jpg	(from https://www.avodaq.com/en/)
15:50:42	4863375/4863375	---M--	200	added ('OK')	video/mp4	date:Thu,%2013%20Sep%202018%2006:41:51%20GMT	https://www.avodaq.com/files/avodaq/content/pictures/2018/VideoclinicSWR.mp4	/Users/skrug/websites/avodaq/www.avodaq.com/files/avodaq/content/pictures/2018/VideoclinicSWR.mp4	(from https://www.avodaq.com/en/)
15:50:42	22737/22737	---M--	200	added ('OK')	image/jpeg	date:Fri,%2030%20Apr%202021%2022:01:15%20GMT	https://www.avodaq.com/assets/images/9/image1-be64a089.jpeg	/Users/skrug/websites/avodaq/www.avodaq.com/assets/images/9/image1-be64a089.jpg	(from https://www.avodaq.com/en/)
15:50:43	37492/37492	---M--	200	added ('OK')	image/jpeg	date:Fri,%2030%20Apr%202021%2022:57:24%20GMT	https://www.avodaq.com/assets/images/b/image3-a2f276cb.jpeg	/Users/skrug/websites/avodaq/www.avodaq.com/assets/images/b/image3-a2f276cb.jpg	(from https://www.avodaq.com/en/)
15:50:44	34480/34480	---M--	200	added ('OK')	image/jpeg	date:Fri,%2030%20Apr%202021%2022:01:15%20GMT	https://www.avodaq.com/assets/images/9/IMG_4168-7e4b1649.jpg	/Users/skrug/websites/avodaq/www.avodaq.com/assets/images/9/IMG_4168-7e4b1649.jpg	(from https://www.avodaq.com/en/)
15:50:45	26785/26785	---M--	200	added ('OK')	image/jpeg	date:Fri,%2030%20Apr%202021%2022:01:15%20GMT	https://www.avodaq.com/assets/images/d/IMG_4181-311f428d.jpg	/Users/skrug/websites/avodaq/www.avodaq.com/assets/images/d/IMG_4181-311f428d.jpg	(from https://www.avodaq.com/en/)
15:50:46	24444/24444	---M--	200	added ('OK')	image/jpeg	date:Fri,%2030%20Apr%202021%2022:01:15%20GMT	https://www.avodaq.com/assets/images/9/Andreas_Yew_Yen_Ed_Wee-cc174de9.jpg	/Users/skrug/websites/avodaq/www.avodaq.com/assets/images/9/Andreas_Yew_Yen_Ed_Wee-cc174de9.jpg	(from https://www.avodaq.com/en/)
15:50:47	31433/31433	---M--	200	added ('OK')	image/jpeg	date:Fri,%2030%20Apr%202021%2022:01:16%20GMT	https://www.avodaq.com/assets/images/5/image7_bearbeitet-6de71ef5.jpg	/Users/skrug/websites/avodaq/www.avodaq.com/assets/images/5/image7_bearbeitet-6de71ef5.jpg	(from https://www.avodaq.com/en/)
15:50:48	29129/29129	---M--	200	added ('OK')	image/jpeg	date:Fri,%2030%20Apr%202021%2022:01:16%20GMT	https://www.avodaq.com/assets/images/f/IMG_20171109_153452_bearbeitet-9ead0a4f.jpg	/Users/skrug/websites/avodaq/www.avodaq.com/assets/images/f/IMG_20171109_153452_bearbeitet-9ead0a4f.jpg	(from https://www.avodaq.com/en/)
15:50:48	1827630/1827630	---M--	200	added ('OK')	image/jpeg	date:Mon,%2030%20Apr%202018%2008:22:56%20GMT	https://www.avodaq.com/files/avodaq/content/pictures/2018/IMG_0115.jpg	/Users/skrug/websites/avodaq/www.avodaq.com/files/avodaq/content/pictures/2018/IMG_0115.jpg	(from https://www.avodaq.com/en/)
15:50:49	29291/29291	---M--	200	added ('OK')	image/jpeg	date:Fri,%2030%20Apr%202021%2022:01:16%20GMT	https://www.avodaq.com/assets/images/2/Stuttgart-08-0f2f3dd2.jpg	/Users/skrug/websites/avodaq/www.avodaq.com/assets/images/2/Stuttgart-08-0f2f3dd2.jpg	(from https://www.avodaq.com/en/)
15:50:50	37405/37405	---M--	200	added ('OK')	image/jpeg	date:Fri,%2030%20Apr%202021%2022:01:16%20GMT	https://www.avodaq.com/assets/images/1/Stuttgart-49-c704d2b1.jpg	/Users/skrug/websites/avodaq/www.avodaq.com/assets/images/1/Stuttgart-49-c704d2b1.jpg	(from https://www.avodaq.com/en/)
15:50:51	24072/24072	---M--	200	added ('OK')	image/jpeg	date:Fri,%2030%20Apr%202021%2022:57:24%20GMT	https://www.avodaq.com/assets/images/d/Cisco_GermanyAwards1685_FB-8f253a6d.jpg	/Users/skrug/websites/avodaq/www.avodaq.com/assets/images/d/Cisco_GermanyAwards1685_FB-8f253a6d.jpg	(from https://www.avodaq.com/en/)
15:50:52	25081/25081	---M--	200	added ('OK')	image/jpeg	date:Fri,%2030%20Apr%202021%2022:01:16%20GMT	https://www.avodaq.com/assets/images/e/IMG_8402_FB_Paint-152c5f7e.jpg	/Users/skrug/websites/avodaq/www.avodaq.com/assets/images/e/IMG_8402_FB_Paint-152c5f7e.jpg	(from https://www.avodaq.com/en/)
15:50:53	20220/20220	---M--	200	added ('OK')	image/jpeg	date:Fri,%2030%20Apr%202021%2022:01:17%20GMT	https://www.avodaq.com/assets/images/c/IMG_0208-fc01714c.jpg	/Users/skrug/websites/avodaq/www.avodaq.com/assets/images/c/IMG_0208-fc01714c.jpg	(from https://www.avodaq.com/en/)
15:50:54	33689/33689	---M--	200	added ('OK')	image/jpeg	date:Fri,%2030%20Apr%202021%2022:57:25%20GMT	https://www.avodaq.com/assets/images/7/Trainees_FB-ea3ead97.jpg	/Users/skrug/websites/avodaq/www.avodaq.com/assets/images/7/Trainees_FB-ea3ead97.jpg	(from https://www.avodaq.com/en/)
15:50:55	18972/18972	---M--	200	added ('OK')	image/jpeg	date:Fri,%2030%20Apr%202021%2022:01:17%20GMT	https://www.avodaq.com/assets/images/1/IMG_2374_FB-35568811.jpg	/Users/skrug/websites/avodaq/www.avodaq.com/assets/images/1/IMG_2374_FB-35568811.jpg	(from https://www.avodaq.com/en/)
15:50:56	28591/28591	---M--	200	added ('OK')	image/jpeg	date:Fri,%2030%20Apr%202021%2022:01:17%20GMT	https://www.avodaq.com/assets/images/1/IMG_2370_FB_1_b-aac41ef1.jpg	/Users/skrug/websites/avodaq/www.avodaq.com/assets/images/1/IMG_2370_FB_1_b-aac41ef1.jpg	(from https://www.avodaq.com/en/)
15:50:57	37433/37433	---M--	200	added ('OK')	image/jpeg	date:Fri,%2030%20Apr%202021%2022:01:18%20GMT	https://www.avodaq.com/assets/images/7/IMG_5677-b4996527.jpg	/Users/skrug/websites/avodaq/www.avodaq.com/assets/images/7/IMG_5677-b4996527.jpg	(from https://www.avodaq.com/en/)
